2013-01-01	261.788607247	5401484.33333
2013-01-02	281.945538848	6506457.2
2013-01-03	268.389484961	6576347.55
2013-01-04	255.789795289	6355864.83333
2013-01-05	267.254715835	6450192.56667
2013-01-06	287.303545913	6554830.4
2013-01-07	276.332161419	6468659.56667
2013-01-08	267.302499726	6499727.58333
2013-01-09	260.347298681	6441252.51667
2013-01-10	251.882667091	6338879.2
2013-01-11	233.715301197	5890794.16667
2013-01-12	256.712112686	6158523.58333
2013-01-13	278.061361868	6431559.3
2013-01-14	269.474745377	6358795.56667
2013-01-15	245.051341129	5993220.65
2013-01-16	241.032540797	6006530.91667
2013-01-17	244.304152677	6185048.23333
2013-01-18	235.592760758	6005966.25
2013-01-19	263.949440034	6449868.51667
2013-01-20	272.667469075	6326157.95
2013-01-21	273.724385206	6073670.38333
2013-01-22	251.497550326	6134276.75
2013-01-23	241.02014487	6072502.55
2013-01-24	223.170545428	5545564.88333
2013-01-25	224.981499071	5732078.63333
2013-01-26	231.671228832	5545282.53333
2013-01-27	266.850935508	6265926.81667
2013-01-28	257.470605071	6072186.75
2013-01-29	245.917145399	6035790.41667
2013-01-30	243.989861244	6101698.45
2013-01-31	226.956552291	5754483.38333
2013-02-01	224.746384837	5762946.8
2013-02-02	243.000236594	5974160.81667
2013-02-03	270.216030512	6222804.96667
2013-02-04	256.385569558	6225554.4
2013-02-05	242.94313638	5990734.8
2013-02-06	238.813131092	5994687.21667
2013-02-07	226.110743219	5777355.6
2013-02-08	217.833188338	5133021.25
2013-02-09	204.505544424	3470254.58333
2013-02-10	275.83762193	6334335.15
2013-02-11	241.717239579	5787194.15
2013-02-12	228.929057018	5741540.75
2013-02-13	228.149969216	5805504.11667
2013-02-14	223.273053039	5716683.25
2013-02-15	233.982266553	6017087.96667
2013-02-16	248.738289983	6082148.66667
2013-02-17	258.678549317	6100157.55
2013-02-18	270.601338878	6214900.95
2013-02-19	255.118424585	6271831.35
2013-02-20	242.961889223	6142562.48333
2013-02-21	235.718326758	6034624.88333
2013-02-22	234.619624106	6025266.56667
2013-02-23	235.703881874	5786530.3
2013-02-24	272.127457811	6444794.58333
2013-02-25	265.107557025	6454308.58333
2013-02-26	241.959468441	6055519.61667
2013-02-27	234.438579321	5940673.6
2013-02-28	232.34916026	5953482.53333
2013-03-01	231.796541027	5965283.98333
2013-03-02	239.040657423	5913387.78333
2013-03-03	261.543390092	6220809.53333
2013-03-04	252.68285634	6144994.38333
2013-03-05	241.650217696	6086685.68333
2013-03-06	242.117546895	6156807.1
2013-03-07	230.920839723	5873009.71667
2013-03-08	227.423264027	5731521.1
2013-03-09	235.628604436	5863853.45
2013-03-10	259.041718322	6184880.06667
2013-03-11	252.068043164	6159030.56667
2013-03-12	221.790284707	5556955.58333
2013-03-13	224.535074899	5745852.56667
2013-03-14	211.105578017	5482622.96667
2013-03-15	219.405330478	5686327.95
2013-03-16	227.591457178	5622191.76667
2013-03-17	262.766053268	6304283.15
2013-03-18	243.285807899	5946391.71667
2013-03-19	247.13667066	6188302.23333
2013-03-20	240.248936295	6143405.55
2013-03-21	237.023971664	6111900.13333
2013-03-22	233.685792625	6037038.76667
2013-03-23	247.505601148	6152494.23333
2013-03-24	271.033356931	6508595.03333
2013-03-25	262.851049556	6386229.1
2013-03-26	256.390258914	6380527.98333
2013-03-27	246.869482164	6272212.93333
2013-03-28	226.70170003	5809684.46667
2013-03-29	244.370687457	6198218.11667
2013-03-30	255.14634867	6188829.83333
2013-03-31	262.22547397	5988967.6
2013-04-01	263.783859365	6343474.25
2013-04-02	248.229488557	6239992.88333
2013-04-03	228.928790834	5867902.76667
2013-04-04	226.312171176	5847227.56667
2013-04-05	226.518212906	5862291.35
2013-04-06	219.305183695	5451926.86667
2013-04-07	245.299165975	5911709.9
2013-04-08	259.971151606	6398409.98333
2013-04-09	240.975262725	6145351.15
2013-04-10	232.099295894	5955435.83333
2013-04-11	228.376147255	5925447.51667
2013-04-12	214.483561662	5542255.23333
2013-04-13	239.013307208	5946651.08333
2013-04-14	254.290571986	6130691.4
2013-04-15	244.469206741	6039367.28333
2013-04-16	236.605629493	6044564.01667
2013-04-17	231.109553513	5983657.45
2013-04-18	223.637267465	5846549.08333
2013-04-19	229.478964439	5966912.03333
2013-04-20	236.053912234	5875853.98333
2013-04-21	259.953026173	6293722.71667
2013-04-22	252.008927632	6229912.7
2013-04-23	233.71392173	5950122.73333
2013-04-24	236.320603726	6072494.23333
2013-04-25	224.212439963	5804187.43333
2013-04-26	227.105993464	5883407.86667
2013-04-27	232.87360819	5758498.58333
2013-04-28	256.880536982	6185426.45
2013-04-29	246.316957313	6087723.6
2013-04-30	236.758755631	6026930.88333
2013-05-01	226.279849803	5850465.51667
2013-05-02	224.499470209	5847762.2
2013-05-03	223.563950361	5818922.5
2013-05-04	238.775225622	5970574.51667
2013-05-05	246.63160384	5822972.16667
2013-05-06	239.373428689	5999655.61667
2013-05-07	229.591951561	5896380.5
2013-05-08	210.660831078	5449795.7
2013-05-09	207.827584732	5424715.61667
2013-05-10	217.846503259	5670326.63333
2013-05-11	245.531286878	6130916.23333
2013-05-12	252.873078679	6093735.45
2013-05-13	235.323562343	5870852.23333
2013-05-14	230.30861636	5899585.51667
2013-05-15	228.302790557	5905508.28333
2013-05-16	220.377981646	5747237.38333
2013-05-17	218.595962401	5666663.13333
2013-05-18	226.401419476	5654149.05
2013-05-19	236.464404628	5681530.25
2013-05-20	234.749235056	5841030.46667
2013-05-21	215.320354269	5547082.96667
2013-05-22	217.895807783	5685337.41667
2013-05-23	210.982742168	5519941.48333
2013-05-24	226.166017258	5897278.9
2013-05-25	270.809808985	6658671.58333
2013-05-26	269.202824396	6079407.38333
2013-05-27	259.940721245	5629536.2
2013-05-28	234.736995808	5936029.15
2013-05-29	226.154288537	5799048.26667
2013-05-30	213.214551024	5568098.0
2013-05-31	218.904312198	5703332.95
2013-06-01	247.726404352	6207775.96667
2013-06-02	252.205940676	6104897.0
2013-06-03	238.998850302	6042368.93333
2013-06-04	225.670694391	5833587.45
2013-06-05	216.667634499	5648958.56667
2013-06-06	210.241670814	5491722.68333
2013-06-07	206.482624333	5348932.38333
2013-06-08	244.03875523	6065827.3
2013-06-09	249.422480038	5976661.46667
2013-06-10	222.296624271	5592983.06667
2013-06-11	226.991721141	5833687.23333
2013-06-12	221.142803045	5771606.01667
2013-06-13	219.864997455	5760462.93333
2013-06-14	232.456328636	6053860.16667
2013-06-15	254.943113185	6365419.65
2013-06-16	262.584086664	6279961.01667
2013-06-17	244.031155352	6128842.46667
2013-06-18	223.978896158	5785598.86667
2013-06-19	226.512599644	5900879.73333
2013-06-20	219.157194213	5750903.93333
2013-06-21	243.635432458	6364244.76667
2013-06-22	254.530182488	6309039.63333
2013-06-23	262.716946867	6235061.3
2013-06-24	246.312996917	6125804.23333
2013-06-25	228.795530926	5872952.48333
2013-06-26	222.978381573	5785620.06667
2013-06-27	219.132916619	5731859.7
2013-06-28	236.397917148	6134525.95
2013-06-29	250.873006086	6224911.9
2013-06-30	251.26691268	5855775.4
2013-07-01	247.498020875	6125576.01667
2013-07-02	239.443175116	6008108.15
2013-07-03	243.737438495	6159001.33333
2013-07-04	259.55872538	5517180.26667
2013-07-05	277.699081484	6419569.66667
2013-07-06	275.581151915	6093374.85
2013-07-07	290.490744783	6254846.71667
2013-07-08	258.435243184	6312539.25
2013-07-09	236.509140506	5996925.76667
2013-07-10	230.708628247	5912831.43333
2013-07-11	229.114578022	5930859.96667
2013-07-12	231.081091697	5951493.51667
2013-07-13	259.412140746	6378425.71667
2013-07-14	267.429744752	6310807.11667
2013-07-15	241.475963376	5982325.51667
2013-07-16	226.909410633	5737858.26667
2013-07-17	222.595384625	5711129.78333
2013-07-18	216.654871172	5622627.21667
2013-07-19	228.453941524	5914901.0
2013-07-20	259.422172425	6367257.8
2013-07-21	270.886893073	6345254.58333
2013-07-22	243.395256872	6018434.51667
2013-07-23	233.816704821	5923980.03333
2013-07-24	228.370088742	5875962.38333
2013-07-25	226.200980808	5869463.05
2013-07-26	243.169277866	6248720.93333
2013-07-27	257.910325648	6275216.13333
2013-07-28	264.646058192	6178956.16667
2013-07-29	255.335139939	6249327.55
2013-07-30	246.275776997	6167484.28333
2013-07-31	234.257449838	5950373.48333
2013-08-01	148.318487995	3428381.85
2013-08-02	238.55188971	3033902.93333
2013-08-03	259.489145234	3087401.85
2013-08-04	260.226468699	2970745.36667
2013-08-05	254.458801373	6102685.43333
2013-08-06	246.273757953	6128522.46667
2013-08-07	240.746650778	6060796.93333
2013-08-08	200.207348645	4271423.78333
2013-08-09	235.985199516	5854792.8
2013-08-10	261.490732123	6181379.41667
2013-08-11	276.782189102	3184932.65
2013-08-12	264.467906723	6305708.3
2013-08-13	238.117435971	5829352.95
2013-08-14	242.721495178	6064882.0
2013-08-15	232.72563755	5922634.75
2013-08-16	236.364067422	6027520.08333
2013-08-17	258.599032707	6135520.65
2013-08-18	272.993039333	6146984.26667
2013-08-19	266.225956456	6346294.35
2013-08-20	249.474883718	6132342.11667
2013-08-21	242.098507363	6060694.03333
2013-08-22	231.004614711	5892696.71667
2013-08-23	254.566942722	6485856.56667
2013-08-24	263.227887093	6300885.93333
2013-08-25	268.991290208	6079472.15
2013-08-26	269.46890726	6486386.06667
2013-08-27	257.557490561	6366821.16667
2013-08-28	241.958756972	6087440.36667
2013-08-29	242.575968156	6180350.51667
2013-08-30	260.610907686	6633329.43333
2013-08-31	271.545184505	6357958.95
2013-09-01	271.490917205	5880493.26667
2013-09-02	270.872843745	5680203.53333
2013-09-03	256.737318826	6288267.15
2013-09-04	240.114662326	6047768.0
2013-09-05	247.937836552	6341753.98333
2013-09-06	233.235244747	5960793.15
2013-09-07	236.154871993	5817439.11667
2013-09-08	258.872168379	6223545.8
2013-09-09	238.272336721	5884611.9
2013-09-10	217.076514498	5535016.96667
2013-09-11	217.691491774	5632331.96667
2013-09-12	207.515265983	5400169.76667
2013-09-13	220.240555023	5747177.28333
2013-09-14	245.919351703	6113555.08333
2013-09-15	257.063348052	6171062.73333
2013-09-16	240.580335229	5966151.73333
2013-09-17	221.656676348	5647368.8
2013-09-18	221.711124815	5752295.13333
2013-09-19	223.895362514	5831354.71667
2013-09-20	225.226170857	5876601.25
2013-09-21	230.090373643	5780330.36667
2013-09-22	246.603948889	5973240.85
2013-09-23	231.412123772	5753599.63333
2013-09-24	226.301490606	5741268.81667
2013-09-25	225.261631021	5803415.4
2013-09-26	224.251760658	5833461.05
2013-09-27	224.876388995	5860728.45
2013-09-28	231.968968832	5832395.78333
2013-09-29	258.655666461	6296972.2
2013-09-30	250.00075009	6249268.75
2013-10-01	238.738378301	6096661.96667
2013-10-02	233.959544673	6034050.61667
2013-10-03	225.243309363	5857227.01667
2013-10-04	226.935198729	5926639.65
2013-10-05	242.690851731	6090084.23333
2013-10-06	260.660666064	6338485.41667
2013-10-07	244.731452308	6058571.83333
2013-10-08	233.191086304	5953368.43333
2013-10-09	227.613806546	5897018.5
2013-10-10	219.370649931	5706488.71667
2013-10-11	221.740769427	5782999.26667
2013-10-12	224.993818339	5651844.71667
2013-10-13	248.019531358	5992647.91667
2013-10-14	251.092434919	5986545.83333
2013-10-15	209.965071259	4522857.6
2013-10-16	216.920696851	5370739.53333
2013-10-17	214.462603162	5561015.3
2013-10-18	218.073331158	5679937.98333
2013-10-19	233.341702001	5888377.85
2013-10-20	260.952002078	6362792.66667
2013-10-21	249.181793226	6172482.2
2013-10-22	235.22936368	6004699.96667
2013-10-23	225.029249345	5783701.76667
2013-10-24	211.784206135	5500035.83333
2013-10-25	219.104496543	5714902.58333
2013-10-26	230.074620083	5788447.36667
2013-10-27	259.201058418	6334614.66667
2013-10-28	247.924066672	6140583.28333
2013-10-29	229.884245814	5857450.58333
2013-10-30	228.428064792	5880652.1
2013-10-31	224.96154534	5828303.71667
2013-11-01	220.942616405	5773230.56667
2013-11-02	235.691842178	5964653.45
2013-11-03	254.62577047	5954169.01667
2013-11-04	239.882523316	5967317.65
2013-11-05	238.693047992	6092640.05
2013-11-06	228.136826235	5876120.23333
2013-11-07	205.824502359	5366462.25
2013-11-08	213.641291723	5579242.33333
2013-11-09	234.232026312	5928881.05
2013-11-10	255.881185679	6298771.26667
2013-11-11	239.7155113	5819813.18333
2013-11-12	225.662769716	5769520.03333
2013-11-13	219.010730532	5665150.56667
2013-11-14	218.484133991	5666822.98333
2013-11-15	223.813563055	5842429.25
2013-11-16	235.456052333	5950916.26667
2013-11-17	262.337212217	6453233.08333
2013-11-18	255.728132482	6408547.0
2013-11-19	230.602468702	5906651.63333
2013-11-20	222.971598216	5814430.36667
2013-11-21	220.243327458	5747690.11667
2013-11-22	224.535722854	5865097.61667
2013-11-23	235.586872196	5968122.23333
2013-11-24	266.615461936	6613396.53333
2013-11-25	235.424548404	5877844.7
2013-11-26	209.869622223	5394278.9
2013-11-27	245.139925826	6334415.68333
2013-11-28	252.602395887	5436761.36667
