2013-11-21	2	11.870000000000005	73.2
2013-11-22	4	245.56	314.06
2013-11-23	3	31.160000000000004	170.24
2013-11-24	3	37.86000000000001	128.69
2013-11-26	2	13.670000000000002	93.83
2013-11-27	4	146.6	216.1
2013-11-29	1	7.770000000000003	47.6
2013-11-30	3	24.529999999999998	81.53
2013-12-01	5	46.31	273.8
2013-12-02	1	5.550000000000001	25.05
2013-12-03	2	15.649999999999999	83.15
2013-12-04	2	11.799999999999997	72.8
2013-12-05	5	37.06999999999999	235.57
2013-12-06	2	13.220000000000002	62.72
2013-12-07	5	36.69	238.51000000000002
2013-12-08	1	7.350000000000001	32.85
2013-12-09	1	5.5	12.5
2013-12-10	1	7.299999999999997	44.8
2013-12-11	3	69.18	115.18
2013-12-12	1	6.5	33.5
2013-12-13	5	126.18	331.18
2013-12-14	4	34.75	158.75
2013-12-15	3	21.799999999999997	95.30000000000001
2013-12-16	1	7.579999999999998	38.91
2013-12-17	4	226.38000000000002	328.54
2013-12-18	2	21.57	130.9
2013-12-19	2	19.799999999999997	139.63
2013-12-20	2	29.46	95.78999999999999
2013-12-21	4	84.53999999999999	170.37
2013-12-22	3	33.78	91.28
2013-12-26	1	9.700000000000003	59.2
2013-12-27	1	5.350000000000001	46.68
2013-12-28	1	6.600000000000001	40.6
2013-12-29	1	5.550000000000001	25.05
2013-12-30	1	5.299999999999997	32.8
2013-12-31	1	5.25	27.25
